공급일자,시간,경기도,경상권,서울,전라권,충청권
2024-03-20,15:00,171.48,20.2,42.15,9.15,72.78
2024-03-20,16:00,171.78,26.63,69.82,3.48,58.94
2024-03-20,17:00,178.37,43.91,64.35,21.75,133.09
2024-03-20,18:00,153.32,89.3,134.77,21.14,105.45
2024-03-20,19:00,146.34,94.59,186.19,21.16,118.25
2024-03-20,20:00,196.92,80.53,130.72,25.45,190.91
2024-03-20,21:00,165.77,84.15,234.91,30.13,136.39
2024-03-20,22:00,190.95,73.89,166.83,37.08,109.37
2024-03-20,23:00,237.83,92.1,182.01,19.43,122.65
2024-03-20,00:00,150.98,74.99,278.96,27.9,186.36
2024-03-21,01:00,146.03,82.49,120.67,23.41,140.36
2024-03-21,02:00,191.7,66.59,244.49,21.77,131.11
2024-03-21,03:00,149.68,61.37,226.91,23.92,170.69
2024-03-21,04:00,146.17,74.21,210.68,14.76,109.34
2024-03-21,05:00,106.52,32.98,138.85,26.86,127.38
2024-03-21,06:00,171.86,46.73,192.84,20.5,120.57
2024-03-21,07:00,143.36,84.55,151.16,27.66,191.04
2024-03-21,08:00,176.73,63.64,202.31,31.21,176.26
2024-03-21,09:00,189.03,93.72,165.16,31.38,111.82
2024-03-21,10:00,73.07,73.2,112.35,18.7,139.28
2024-03-21,11:00,106.29,43.14,174.96,22.29,128.4
2024-03-21,12:00,42.67,25.35,134.22,22.5,91.86
2024-03-21,13:00,151.74,47.88,137.37,18.69,51.36
2024-03-21,14:00,35.57,17.88,146.13,13.67,116.61
2024-03-21,15:00,144.34,49.71,194.73,4.32,15.78
2024-03-21,16:00,73.61,46.74,158.71,19.52,121.55
2024-03-21,17:00,47.57,6.69,32.41,8.74,29.24
2024-03-21,18:00,104.61,69.55,167.77,8.83,138.44
2024-03-21,19:00,156.85,64.63,214.92,11.49,148.3
2024-03-21,20:00,214.23,80.3,196.14,18.07,160.89
2024-03-21,21:00,156.42,107.88,275.88,29.59,182.11
2024-03-21,22:00,228.6,107.45,288.9,26.6,103.71
2024-03-21,23:00,230.31,75.19,179.13,25.42,176.06
2024-03-21,00:00,216.29,73.97,289.97,31.16,139.56
2024-03-22,01:00,100.48,53.84,218.7,21.64,133.86
2024-03-22,02:00,181.25,69.81,193.48,25.41,121.7
2024-03-22,03:00,151.26,67.07,131.1,14.76,77.22
2024-03-22,04:00,138.58,38.57,96.51,25.81,129.47
2024-03-22,05:00,164.19,53.86,134.32,11.8,132.82
2024-03-22,06:00,91,86.88,196.92,17.15,95.8
2024-03-22,07:00,217.31,111.13,149.72,34.67,133.13
2024-03-22,08:00,252.41,112.96,211.46,26.58,136.6
2024-03-22,09:00,207.24,74.83,116.58,22,176.74
2024-03-22,10:00,183.28,77.66,249.08,17.82,66.88
2024-03-22,11:00,135.89,49.52,119.88,24.92,125.95
2024-03-22,12:00,40.55,19.53,131.41,15.9,102.37
2024-03-22,13:00,80.93,28.29,63.96,14.56,29.88
2024-03-22,14:00,47.58,46.66,168.93,1.62,33.08
2024-03-22,15:00,134.75,19.68,9.57,5.82,95.6
2024-03-22,16:00,76.04,42.45,75.17,16.52,87.73
2024-03-22,17:00,68.77,15.64,124.25,6.77,81.11
2024-03-22,18:00,47.3,92.99,31.72,18.38,105.86
2024-03-22,19:00,89.22,66.55,198.4,13.07,153.27
2024-03-22,20:00,207.8,109.29,237.32,20.32,130.55
2024-03-22,21:00,109.88,73.43,211,27.87,107.26
2024-03-22,22:00,117.67,91.05,210.17,16.56,158.23
2024-03-22,23:00,101.68,79.23,102.85,23.99,84.98
2024-03-22,00:00,79.21,41.91,214.72,15.22,111.05
2024-03-23,01:00,151.95,49.31,112.58,13.07,157.29
2024-03-23,02:00,185.87,59.96,77.95,8.34,143.43
2024-03-23,03:00,48.91,43.8,75.89,12.35,76.08
2024-03-23,04:00,74.43,55.97,178.05,8.75,72.6
2024-03-23,05:00,105.98,23.28,182.69,14.54,97.63
2024-03-23,06:00,131.33,44.21,57.06,13.63,129.43
2024-03-23,07:00,38.9,64.11,197.91,18.02,124.12
2024-03-23,08:00,121.49,83.88,112.78,21.26,56.96
2024-03-23,09:00,106.01,88.79,96.87,11.9,154.27
2024-03-23,10:00,169.28,55.07,96.09,20.55,147.87
2024-03-23,11:00,58.61,84.49,160.27,10.19,110.99
2024-03-23,12:00,102.52,42.82,76.14,11.76,103.16
2024-03-23,13:00,57.21,70.43,122.24,15.28,93.31
2024-03-23,14:00,101.99,62.22,30.5,5.33,44.44
2024-03-23,15:00,40.85,32.18,157.83,15.89,17.13
2024-03-23,16:00,67.38,1.48,60.22,8.51,43.62
2024-03-23,17:00,38.74,37.18,95.47,6.25,22.91
2024-03-23,18:00,55.25,47.2,16.03,6.9,97.38
2024-03-23,19:00,118.17,58.96,20.85,4.66,135.94
2024-03-23,20:00,61.9,20.07,84.82,19.05,142.22
2024-03-23,21:00,76.68,82.98,92.81,19.14,92.89
2024-03-23,22:00,81.12,60.98,101.1,14.97,91.13
2024-03-23,23:00,174.42,73.35,207.97,19.68,87.74
2024-03-23,00:00,112.51,70.95,67.49,17.94,126.13
2024-03-24,01:00,45.43,38.91,169.89,13.42,138.63
2024-03-24,02:00,131.3,66.8,74.77,7.75,119.88
2024-03-24,03:00,157.65,60.57,176.81,3.88,30.55
2024-03-24,04:00,22.37,75.76,35.68,19.09,41.63
2024-03-24,05:00,41.13,44.32,194.65,9.66,32.63
2024-03-24,06:00,24.79,42.52,66.89,21.43,51.71
2024-03-24,07:00,149.86,58.25,41.92,18.95,102.24
2024-03-24,08:00,80.88,43.91,133.66,18.9,127.08
2024-03-24,09:00,117.44,86.31,128.11,7.43,87.75
2024-03-24,10:00,92.54,55.97,48.84,9.99,128.28
2024-03-24,11:00,103.47,23.93,157.25,13.24,125.89
2024-03-24,12:00,134.32,31.55,22.45,14.04,30.47
2024-03-24,13:00,90.87,82.42,77.01,19,88.76
2024-03-24,14:00,71.67,51,162.61,9.63,41.46
2024-03-24,15:00,48.19,39.73,167.8,5.14,20.28
2024-03-24,16:00,129.45,52.64,78.07,12.59,43.99
2024-03-24,17:00,55.73,40.34,75.56,9.08,107.5
2024-03-24,18:00,146.94,89.94,84.09,7.27,27.2
2024-03-24,19:00,103.89,101.99,103.93,14.95,61.85
2024-03-24,20:00,54.43,56.92,27.12,11.05,55.74
2024-03-24,21:00,188.65,90.53,75.53,25.24,106.69
2024-03-24,22:00,121.39,93.48,62.35,21.06,86.24
2024-03-24,23:00,101.35,93.74,76.67,14.13,153.01
2024-03-24,00:00,46.32,70.11,75.27,21.62,71.85
2024-03-25,01:00,113.94,93.5,125.67,20.08,91.35
2024-03-25,02:00,41.13,70.5,12.03,18.82,91.33
2024-03-25,03:00,96.84,42.16,93.66,2.45,53.73
2024-03-25,04:00,37.27,71.97,-10.3,18.28,109.42
2024-03-25,05:00,78.95,42.53,163.59,12.38,66.1
2024-03-25,06:00,26.11,44.13,67.02,14.33,79.9
2024-03-25,07:00,83.97,49.54,105.74,12.23,73.47
2024-03-25,08:00,189.25,82.81,140.55,23.43,128.36
2024-03-25,09:00,155.87,65.34,160.17,18.44,103.34
2024-03-25,10:00,125.35,24.42,191.01,18.88,99.36
2024-03-25,11:00,153.34,53.66,110.3,12.49,79.18
2024-03-25,12:00,27.6,79.56,77.24,11.88,78.61
2024-03-25,13:00,87.74,24.05,163.59,16.99,89.65
2024-03-25,14:00,29.84,29.51,135.11,22.13,87.02
2024-03-25,15:00,35.32,23.03,100.26,20.84,118.01
2024-03-25,16:00,43.2,27.28,69.37,13.54,90.95
2024-03-25,17:00,58.11,25.01,113.73,15.38,119.67
2024-03-25,18:00,170.74,43.89,79.19,18.34,110.25
2024-03-25,19:00,103.2,101.86,117.25,21.97,107.2
2024-03-25,20:00,146.11,103.96,84.83,21.48,156.01
2024-03-25,21:00,190.71,105.72,192.18,17.85,139.11
2024-03-25,22:00,139.52,119.07,123.17,17.94,182.86
2024-03-25,23:00,85.34,115.3,237.98,21.13,175.56
2024-03-25,00:00,151.53,32.58,108.91,11.41,109.6
2024-03-26,01:00,136.96,74.2,230.65,16.6,122.9
2024-03-26,02:00,38.04,85.8,87.22,12.11,55.86
2024-03-26,03:00,96.04,91.88,140.04,17.61,138.29
2024-03-26,04:00,88.03,27.3,39.51,11.42,63.55
2024-03-26,05:00,39.3,62.18,151.88,4.37,50.22
2024-03-26,06:00,96.55,81,155.22,4.52,98.55
2024-03-26,07:00,113.74,65.71,226.29,15.08,113.16
2024-03-26,08:00,166.81,75.37,197.98,18.8,149.14
2024-03-26,09:00,124.61,101.8,109.66,25.07,162.4
2024-03-26,10:00,111.49,38.69,231.8,9.86,155.43
2024-03-26,11:00,86.01,62.66,42.35,11.66,116.52
2024-03-26,12:00,47.78,21.35,99.03,19.51,72.12
2024-03-26,13:00,92.19,85.69,37.21,13.35,27.99
2024-03-26,14:00,98.91,23.9,50.91,8.95,116.38
2024-03-26,15:00,148.39,63.88,82.33,10.27,109.57
2024-03-26,16:00,36.22,56.43,37.91,17.86,64.98
2024-03-26,17:00,112.87,21.52,30.01,8.14,30.26
2024-03-26,18:00,65.6,68.58,100.42,20.72,38.1
2024-03-26,19:00,158.97,71.08,181.31,14.15,81.13
2024-03-26,20:00,212.76,68.43,72.05,30.53,77.71
2024-03-26,21:00,135.29,106.42,187.72,28.35,182.29
2024-03-26,22:00,189.74,103.22,166.69,17.35,125.29
2024-03-26,23:00,171.96,60.5,221.07,15.5,147.93
2024-03-26,00:00,105.64,51.71,168.14,20.21,145.37
2024-03-27,01:00,133.21,76.23,106.39,25.86,119.22
2024-03-27,02:00,65.03,52.58,201.19,15.46,114.94
2024-03-27,03:00,136,31.89,142.67,19.22,94.95
2024-03-27,04:00,26.68,49.72,47.95,8.12,85.73
2024-03-27,05:00,90.75,30.28,155.27,20.89,108.88
2024-03-27,06:00,160.09,83.93,61.79,17.96,76.21
2024-03-27,07:00,152.84,80.65,97.08,26.64,121.44
2024-03-27,08:00,187.73,63.14,171.36,23.29,180.91
2024-03-27,09:00,156.9,71.16,154.52,25.64,142.41
2024-03-27,10:00,108.26,85.14,130.73,13.87,152.05
2024-03-27,11:00,124.03,44.98,149.73,6.52,101.3
2024-03-27,12:00,92.28,54.51,68.19,18.41,44.06
2024-03-27,13:00,49.64,16.04,107.92,3.6,5.96
2024-03-27,14:00,21.59,53.07,111.37,8.24,97.09
2024-03-27,15:00,26.75,43.5,151.05,12.58,35.94
2024-03-27,16:00,82.92,5.9,28.51,9.18,35.47
2024-03-27,17:00,84.4,37.21,104.71,8.87,90.01
2024-03-27,18:00,36.76,22.95,37.28,23.72,110.51
2024-03-27,19:00,98.78,56.19,54.09,21.75,119.33
2024-03-27,20:00,71.55,106.43,127.55,15.95,87.12
2024-03-27,21:00,78.92,62.18,164.49,15.98,128.55
2024-03-27,22:00,146.3,58.59,80.68,29.31,172.64
2024-03-27,23:00,97.02,84.31,121.19,28.25,161.75
2024-03-27,00:00,168.93,72.56,106.89,18.57,135.42
2024-03-28,01:00,85.85,33.88,206.88,25.04,33.25
2024-03-28,02:00,53.8,79.96,66.19,11.39,58.5
2024-03-28,03:00,28.82,19.4,189.94,16.48,78.97
2024-03-28,04:00,4.6,39.24,151.87,6.46,49.98
2024-03-28,05:00,114.7,40.09,53.75,21.42,59.91
2024-03-28,06:00,47.01,73.52,114.46,12.98,37.87
2024-03-28,07:00,149.88,50.14,112.47,16.75,49.06
2024-03-28,08:00,178.18,69.36,180.85,19.92,128.68
2024-03-28,09:00,173.04,96.19,130.21,32.5,146.12
2024-03-28,10:00,142.48,36.03,123.82,13.41,83.24
2024-03-28,11:00,107.2,18.57,123.54,18.94,142.27
2024-03-28,12:00,152.09,30.4,155.25,11.7,120.6
2024-03-28,13:00,22.6,44.07,81.92,9.68,136.84
2024-03-28,14:00,40.42,82.59,127.37,16.99,95.93
2024-03-28,15:00,126.11,78.28,167.08,6.52,88.22
2024-03-28,16:00,125.58,16.65,15.92,13.81,132.23
2024-03-28,17:00,131.15,53.39,62.65,6.26,106.37
2024-03-28,18:00,48.37,38.97,13.3,14.69,142.98
2024-03-28,19:00,48.59,114.19,37.72,17.77,156.86
2024-03-28,20:00,166.03,103.16,93.93,18.72,106.54
2024-03-28,21:00,191.33,93.55,146.06,17.17,153.5
2024-03-28,22:00,139.21,79.09,117.32,29.13,69.34
2024-03-28,23:00,68.05,77.29,135.6,21.29,104.92
2024-03-28,00:00,169.36,67.18,166.27,26.22,81.3
2024-03-29,01:00,138.93,31.72,127.73,24.81,87.81
2024-03-29,02:00,119.25,26.21,217.64,9.01,103.59
2024-03-29,03:00,45.09,79.32,167.18,16.64,134.06
2024-03-29,04:00,127.21,17.92,50.58,11.8,37.81
2024-03-29,05:00,63.93,54.43,146.32,19.5,76.37
2024-03-29,06:00,145.59,75,144.61,9.85,135.15
2024-03-29,07:00,139.51,69.23,127.76,27.17,143.32
2024-03-29,08:00,182.32,104.81,112.25,31.73,116.89
2024-03-29,09:00,167.46,71.02,204.93,27.3,104.02
2024-03-29,10:00,71.66,26.05,213.53,20.19,116.78
2024-03-29,11:00,67.38,29.56,95.77,21.62,37.12
2024-03-29,12:00,58.55,6.43,141.13,11.63,132.34
2024-03-29,13:00,73.34,36.27,78.73,14.86,104.89
2024-03-29,14:00,104.53,18.33,108.71,21.72,82.84
2024-03-29,15:00,33.32,-1.15,140.78,13.91,68.76
2024-03-29,16:00,138.84,7.51,26.62,9.21,100.77
2024-03-29,17:00,148.92,37.96,185.07,5.1,42.07
2024-03-29,18:00,109.1,59.47,111.3,15.04,117.66
2024-03-29,19:00,152.6,80.66,51.05,6.62,58.93
2024-03-29,20:00,101.1,101.42,116.98,14.08,147.57
2024-03-29,21:00,99.63,78.01,251.26,9.79,167.46
2024-03-29,22:00,195.36,92.77,262.19,9.17,149.79
2024-03-29,23:00,222.69,57.06,95.05,12.17,176.28
2024-03-29,00:00,99.14,80.62,219.66,23.04,144.52
2024-03-30,01:00,184,67.53,156.03,7.75,147.68
2024-03-30,02:00,166.79,26.57,208.7,13.75,136.76
2024-03-30,03:00,176.82,35.41,227.68,21.61,105.23
2024-03-30,04:00,59.62,67.68,70.95,16.92,101.74
2024-03-30,05:00,49.74,17.45,193.66,19.78,55.35
2024-03-30,06:00,87.79,18.13,180.07,7.79,68.32
2024-03-30,07:00,174.97,62.75,191.9,18.45,149.48
2024-03-30,08:00,191.03,93.14,193.6,14.93,95.11
2024-03-30,09:00,192.09,91.61,108.72,12.37,76.3
2024-03-30,10:00,150.53,66.36,130.54,9.39,145.63
2024-03-30,11:00,90.33,26.74,132.36,7.86,69.57
2024-03-30,12:00,98.4,70.56,29.83,8.87,34.81
2024-03-30,13:00,160.21,48.4,127.1,15.46,23.17
2024-03-30,14:00,62.02,77.52,139.66,11.94,21.42
2024-03-30,15:00,133.09,53.6,144.03,16.49,98.29
2024-03-30,16:00,140.74,51.95,102.55,-0.34,80.9
2024-03-30,17:00,109.43,67.63,30.71,16.28,34.52
2024-03-30,18:00,32.58,68.24,137.07,15.34,68.67
2024-03-30,19:00,72.97,32.85,38.57,13.65,68.99
2024-03-30,20:00,149.69,25.99,187.74,12.76,94.26
2024-03-30,21:00,113.91,51.03,151.49,21.18,103.86
2024-03-30,22:00,158.83,68.93,78.07,8.65,122.72
2024-03-30,23:00,144.95,66.03,182.73,12.91,55.04
2024-03-30,00:00,76.41,62.36,204.75,18.59,162.32
2024-03-31,01:00,141.87,33.61,217.25,25.44,43.12
2024-03-31,02:00,68.73,83.97,198.2,20.08,72.74
2024-03-31,03:00,73.61,64.16,56.32,12.69,48.48
2024-03-31,04:00,70.42,71.87,187.28,20.56,60.65
2024-03-31,05:00,55.2,45.06,81.93,8.94,69.44
2024-03-31,06:00,38.33,51.86,61.14,20.15,153.4
2024-03-31,07:00,95.43,72.37,124.35,19.54,117.78
2024-03-31,08:00,84.47,40.61,86.49,22.89,139.97
2024-03-31,09:00,169.59,38.56,122.16,7.89,67.78
2024-03-31,10:00,54.3,31.4,79.9,16.62,38.75
2024-03-31,11:00,25.49,38.99,166.49,11.72,111.32
2024-03-31,12:00,41.38,13.8,155.24,16.9,113.09
2024-03-31,13:00,33.47,39.84,37.83,18.72,28.94
2024-03-31,14:00,131.36,2.39,87.62,6.85,95.73
2024-03-31,15:00,82.58,3.3,97.18,17.26,96.38
2024-03-31,16:00,11.96,36.9,68.87,17.86,85.15
2024-03-31,17:00,65.11,16,35.83,7.89,85.21
2024-03-31,18:00,139.22,78.99,81.64,6.55,112.18
2024-03-31,19:00,48.8,53.81,189.43,6.59,60.54
2024-03-31,20:00,136.93,79.89,187,24.27,81.98
2024-03-31,21:00,70.44,74.09,94.09,15.85,93.34
2024-03-31,22:00,115.24,72.83,154.16,25.87,167.63
2024-03-31,23:00,126.89,37.4,223.14,13.95,90.97
2024-03-31,00:00,135.11,75.03,189.31,17.88,95.76
2024-04-01,01:00,157.96,81.31,88.32,15.37,138.55
2024-04-01,02:00,25.33,32.08,146.28,24.62,57.03
2024-04-01,03:00,83.63,50.8,104.72,12.14,19.94
2024-04-01,04:00,45.12,42.13,165.35,14.3,106.29
2024-04-01,05:00,78.01,35.58,186.58,5.38,51.73
2024-04-01,06:00,153.05,72.74,63.98,16.58,129.73
2024-04-01,07:00,68.46,93.12,136.26,25.82,132.63
2024-04-01,08:00,153.1,53.8,100.52,21.32,112.16
2024-04-01,09:00,123.96,54.74,79.85,14.52,132.59
2024-04-01,10:00,87.66,17.77,45.8,14.92,75.46
2024-04-01,11:00,39.49,32.96,1.26,16.08,25.6
2024-04-01,12:00,33.99,8.53,100.79,10.28,40.66
2024-04-01,13:00,148.13,40.02,31.42,16.95,56.47
2024-04-01,14:00,76.18,24.61,158.6,10.74,39.54
2024-04-01,15:00,107.95,53.35,35.55,3.09,47.3
2024-04-01,16:00,79.35,45.52,99.51,0.79,68.39
2024-04-01,17:00,50.4,28.97,77.17,14.07,-1.64
2024-04-01,18:00,107.79,65.35,150.82,8.19,112.62
2024-04-01,19:00,100.04,41.94,28.93,19.51,40.34
2024-04-01,20:00,177.68,49.26,205.22,7,128.68
2024-04-01,21:00,132.1,65.84,105.51,14.06,149.05
2024-04-01,22:00,73.02,74.3,156.95,28.17,136.52
2024-04-01,23:00,186.69,27.03,206.02,11.78,83.24
2024-04-01,00:00,85.82,50.56,46.56,23.04,136.29
2024-04-02,01:00,116.67,65.5,129.53,15.63,132.71
2024-04-02,02:00,69.49,41.22,135.91,13.64,37.85
2024-04-02,03:00,4.09,58.17,55.5,2.8,18.6
2024-04-02,04:00,28.49,56.17,114.81,10.41,16
2024-04-02,05:00,18.82,33.03,149.26,18.4,52.91
2024-04-02,06:00,108.62,45.25,98.37,19.11,28.13
2024-04-02,07:00,177.8,32.14,153.4,11.97,148.62
2024-04-02,08:00,108.06,34.57,230.01,20.03,156.43
2024-04-02,09:00,54.34,80.68,105.87,21.64,122.24
2024-04-02,10:00,113.04,66.8,152.38,10.98,77.3
2024-04-02,11:00,122.91,7.56,174.35,17.91,86.66
2024-04-02,12:00,97.82,63.99,83.18,10.03,19.4
2024-04-02,13:00,0.1,-3.19,131.08,6.01,37.71
2024-04-02,14:00,28.33,13.74,-21.22,5.64,75.63
2024-04-02,15:00,133.08,46.05,105.37,10.42,-8.71
2024-04-02,16:00,-9.95,16.91,16.88,9.46,85.05
2024-04-02,17:00,-0.37,40.7,11.45,7.21,39.79
2024-04-02,18:00,57.69,34.57,125.94,12.18,30.56
2024-04-02,19:00,72.22,57.85,44.11,12.1,36.09
2024-04-02,20:00,49,81.24,101.81,19.22,92.38
2024-04-02,21:00,98.23,79.51,188.73,14.32,126.35
2024-04-02,22:00,54.58,79.39,204.84,25.83,53.83
2024-04-02,23:00,140.53,28.83,183.43,17.31,115.35
2024-04-02,00:00,73.13,19.54,58.31,23.79,116.08
2024-04-03,01:00,48.3,62.44,95.46,21.33,82.44
2024-04-03,02:00,51.46,33.63,-4.4,19.55,104.58
2024-04-03,03:00,-10.25,51.62,30.48,9.65,97.51
2024-04-03,04:00,5.88,-4.34,161.2,18.73,23.9
2024-04-03,05:00,74.33,62.88,103.17,4.19,35.2
2024-04-03,06:00,-1.64,42.32,167.45,8.67,9.35
2024-04-03,07:00,25.63,18.61,74.18,7.74,118.5
2024-04-03,08:00,130.2,26.69,60.99,29.63,136.49
2024-04-03,09:00,150.19,17.36,40.81,22.13,53.79
2024-04-03,10:00,63.74,41.41,150.88,8.99,101.52
2024-04-03,11:00,143.96,7.78,12.63,7.81,47.09
2024-04-03,12:00,118.26,2,51.97,10.53,3.43
2024-04-03,13:00,98.34,55.81,50.53,4.43,32.13
2024-04-03,14:00,136.49,69.47,127.23,15.34,92.53
2024-04-03,15:00,93.04,15.61,34.43,1.44,17.41
2024-04-03,16:00,68.95,34.21,138.73,15.66,82.31
2024-04-03,17:00,73.7,4.14,-7.93,4.25,15.58
2024-04-03,18:00,53.97,65.61,68.91,16.34,87.77
2024-04-03,19:00,40.94,86.04,139.26,18.33,50.32
2024-04-03,20:00,173.07,71.95,180.66,26.65,76.91
2024-04-03,21:00,56.98,71.26,91.14,25.81,118.08
2024-04-03,22:00,131.58,53.63,102.93,12.81,65.12
2024-04-03,23:00,86.32,77.89,114.19,25.52,69.41
2024-04-03,00:00,83.58,81.67,163.5,18.23,93.92
2024-04-04,01:00,119.97,27.54,18.42,7.83,73.61
2024-04-04,02:00,81.16,73.52,80.62,0.18,19.79
2024-04-04,03:00,77.26,53.84,6.86,3.85,6.76
2024-04-04,04:00,115.74,33.3,126.3,4.02,66.69
2024-04-04,05:00,64.04,30.74,89.48,7.22,9.21
2024-04-04,06:00,19.61,56.45,37.4,14.23,45.85
2024-04-04,07:00,107.62,29.06,91.11,12.99,102.9
2024-04-04,08:00,142.78,76.54,156.03,13.32,87.89
2024-04-04,09:00,102.1,50.15,85.97,15.36,102.35
2024-04-04,10:00,75.8,27.33,25.78,5.84,70.14
2024-04-04,11:00,136.59,65.88,62.61,19.02,71.66
2024-04-04,12:00,70.06,10.47,61.95,16.22,4.74
2024-04-04,13:00,24.65,10.37,44.55,14.88,5.64
2024-04-04,14:00,124.81,70.66,119.15,4.65,93.88
2024-04-04,15:00,121.75,21.28,39.83,15.99,99.39
2024-04-04,16:00,82.9,62.76,121.37,11.66,68.39
2024-04-04,17:00,62.52,33.62,103.36,11.5,14.16
2024-04-04,18:00,42.6,24.25,-10.84,18.49,101.31
2024-04-04,19:00,81.4,58.93,2.96,10.72,123.3
2024-04-04,20:00,119.02,35,43.29,16.34,104.8
2024-04-04,21:00,180.2,91.74,192.9,13.76,140.26
2024-04-04,22:00,133.14,33.02,159.07,16.32,61.65
2024-04-04,23:00,161.85,84.59,185.95,11.29,116.18
2024-04-04,00:00,137.81,35.99,19.42,16.81,102.93
2024-04-05,01:00,109.76,75.18,32.49,17.97,113.99
2024-04-05,02:00,-5.06,28.36,113.27,9.58,105.7
2024-04-05,03:00,130.33,25.2,52.02,2.59,81.41
2024-04-05,04:00,99.47,76.58,8,3.91,46.88
2024-04-05,05:00,48.67,23.43,22.52,13.48,112.59
2024-04-05,06:00,69.66,50.42,165.88,15.09,64.14
2024-04-05,07:00,31.66,19.25,140.59,15.16,132.33
2024-04-05,08:00,103.08,24.76,181.48,15.06,70.69
2024-04-05,09:00,135.21,37.42,61.66,7.5,64.11
2024-04-05,10:00,77.43,20.72,58.63,16.17,66.52
2024-04-05,11:00,35,26.85,87.31,1.74,52.04
2024-04-05,12:00,84.58,66.28,23.06,8.05,24.04
2024-04-05,13:00,105.01,2.95,27.76,15.54,83.71
2024-04-05,14:00,121.69,28.09,-5,1.13,95.15
2024-04-05,15:00,89.47,11.02,-16.91,12.47,55.56
2024-04-05,16:00,17.22,12.43,11.9,4.74,29.66
2024-04-05,17:00,74.81,39.11,69.62,9.07,5.75
2024-04-05,18:00,54.76,48.77,56.37,9.57,54.8
2024-04-05,19:00,72.6,53.79,72.62,3.64,53.44
2024-04-05,20:00,153.62,61.43,82.87,8.85,107.67
2024-04-05,21:00,113.96,39.71,45.87,8.64,101.79
2024-04-05,22:00,45.27,42.54,113.79,19.73,122.55
2024-04-05,23:00,121.79,59.71,134.83,20.54,75.8
2024-04-05,00:00,111.53,15.08,152.23,8.85,106.63
2024-04-06,01:00,151.1,53.1,52.97,5.73,112.03
2024-04-06,02:00,26.49,66.75,115.61,3.02,75.52
2024-04-06,03:00,82.01,18.76,57.59,14.62,8.46
2024-04-06,04:00,24.07,8.56,82.11,14.22,89.27
2024-04-06,05:00,41.51,20.78,51.05,7.98,85.63
2024-04-06,06:00,26.07,30.27,53,14.95,42.97
2024-04-06,07:00,19.09,32.96,90.2,3.32,101.74
2024-04-06,08:00,32.31,46.98,10.85,12.61,74.73
2024-04-06,09:00,53.56,85.94,69.25,10.07,56.74
2024-04-06,10:00,37.75,59.65,136.18,22.97,74.81
2024-04-06,11:00,58.71,18.05,126.89,4.29,54.75
2024-04-06,12:00,136.66,59.2,8.82,1.25,27.65
2024-04-06,13:00,99.03,-2.77,77.47,15.99,24.78
2024-04-06,14:00,32.94,44.76,65.37,2.67,27.93
2024-04-06,15:00,-15.04,54.07,118.02,13.25,58.15
2024-04-06,16:00,-4.7,67.66,-1.45,11.49,1.16
2024-04-06,17:00,71.24,30.33,151.69,4.97,37.39
2024-04-06,18:00,110.31,32.46,147.8,1.61,81.14
2024-04-06,19:00,67.96,25.64,145.86,16.94,61.84
2024-04-06,20:00,52.73,36.7,27.62,16.96,93.22
2024-04-06,21:00,131.9,54.84,55.77,12.76,119.94
2024-04-06,22:00,162.74,31.83,56.8,16.5,145.28
2024-04-06,23:00,40.44,43.51,159.01,20.26,98.53
2024-04-06,00:00,75.05,69.64,84.09,5.2,30.69
2024-04-07,01:00,144.76,25.84,73.85,11.51,83.97
2024-04-07,02:00,26.74,42.84,33.76,13.63,118.52
2024-04-07,03:00,29.22,73,169.62,6.87,33.74
2024-04-07,04:00,27.67,55.63,107.67,15.44,96.32
2024-04-07,05:00,66.3,-0.22,13.29,3.28,51.5
2024-04-07,06:00,104.28,17.49,68.37,12.64,96.41
2024-04-07,07:00,46.48,69.55,161.27,13.13,18.97
2024-04-07,08:00,71.98,48.19,37.35,12.23,102.54
2024-04-07,09:00,18.65,60.4,17.54,18.75,94.12
2024-04-07,10:00,38.23,21.3,132.54,18.14,116.86
2024-04-07,11:00,50.01,35.75,78.05,5.17,103.73
2024-04-07,12:00,131.25,24.57,63.87,1.95,81.69
2024-04-07,13:00,91.2,12.77,40.44,15.61,27.86
2024-04-07,14:00,100.68,15.27,5.68,8.93,57.6
2024-04-07,15:00,25.53,17.94,32.51,-1.44,62.52
2024-04-07,16:00,25.6,29.34,55.37,2.74,71.02
2024-04-07,17:00,101.87,8.75,88.6,7.11,1.46
2024-04-07,18:00,132.89,30.86,2.48,8,4.56
2024-04-07,19:00,51.33,38.47,48.84,5.17,43.51
2024-04-07,20:00,144.03,33.65,30.25,8.19,60.41
2024-04-07,21:00,56.56,16.8,74.88,10.96,128.12
2024-04-07,22:00,157.9,42.16,147.23,17.83,94.08
2024-04-07,23:00,50.1,76.34,133.87,10.58,34.64
2024-04-07,00:00,15.61,14.62,94.46,16.96,74.06
2024-04-08,01:00,55.32,17.39,179.61,3.73,70.08
2024-04-08,02:00,90.96,37.35,107.35,7.66,-0.38
2024-04-08,03:00,0.76,57.31,68.86,1.55,55.88
2024-04-08,04:00,9.99,14.34,134.92,5.66,29.92
2024-04-08,05:00,27.64,-7.2,48.06,7.81,55.19
2024-04-08,06:00,16.51,63.54,124.82,10.83,1.93
2024-04-08,07:00,17.04,22.96,56.05,20.54,38.54
2024-04-08,08:00,108.96,31.77,44.87,26.29,163.61
2024-04-08,09:00,27.57,7.72,121.41,18.15,64.99
